uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,datastring
debug60TPZ:debug6aTff,debug6aTff,debug60TPZ,debugHk6c3,134.174.21.30,chrome,macos,UNKNOWN,0,0,1.0,"2025-03-19 22:04:05.978903",,"2025-03-19 22:33:25.844233",0.0,3,debug,"{""assignmentId"": ""debug6aTff"", ""workerId"": ""debug60TPZ"", ""questiondata"": {""country"": ""Viet Nam"", ""age"": ""21-25"", ""engagement"": ""6"", ""difficulty"": ""6"", ""mode"": ""debug"", ""gender"": ""female"", ""education"": ""master"", ""condition"": 0, ""native"": ""no""}, ""bonus"": 0, ""hitId"": ""debugHk6c3"", ""counterbalance"": 0, ""useragent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"", ""eventdata"": [{""eventtype"": ""initialized"", ""interval"": 0, ""value"": null, ""timestamp"": 1742423446637}, {""eventtype"": ""window_resize"", ""interval"": 0, ""value"": [1440, 751], ""timestamp"": 1742423446637}, {""eventtype"": ""focus"", ""interval"": 25633, ""value"": ""off"", ""timestamp"": 1742423472270}, {""eventtype"": ""focus"", ""interval"": 175, ""value"": ""on"", ""timestamp"": 1742423472445}], ""data"": [{""current_trial"": 0, ""trialdata"": {""phase"": ""INSTRUCTIONS"", ""templates"": [""prequestionnaire.html""], ""action"": ""Begin""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423446897}, {""current_trial"": 1, ""trialdata"": {""phase"": ""prequestionnaire"", ""status"": ""submit""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423458153}, {""current_trial"": 2, ""trialdata"": {""rt"": 11419, ""choose response"": ""Machine"", ""correct response"": ""Machine"", ""trial"": 1, ""gender response"": ""Female"", ""object response"": ""Sofa"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_gbvs/fig_naturaldesign_conv_only_naturaldesign_conv_only_img115_nfix30.gif"", ""correct object"": ""Sofa""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423473756}, {""current_trial"": 3, ""trialdata"": {""rt"": 11560, ""choose response"": ""Human"", ""correct response"": ""Human"", ""trial"": 2, ""gender response"": ""Male"", ""object response"": ""Cats"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj12-fb_img168_nfix17.gif"", ""correct object"": ""Table""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423485317}, {""current_trial"": 4, ""trialdata"": {""rt"": 9363, ""choose response"": ""Human"", ""correct response"": ""Human"", ""trial"": 3, ""gender response"": ""Male"", ""object response"": ""People"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj16-jw_img142_nfix16.gif"", ""correct object"": ""Bed""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423494682}, {""current_trial"": 5, ""trialdata"": {""rt"": 10313, ""choose response"": ""Machine"", ""correct response"": ""Machine"", ""trial"": 4, ""gender response"": ""Male"", ""object response"": ""People"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_deepgaze/fig_naturaldesign_conv_only_naturaldesign_conv_only_img235_nfix30.gif"", ""correct object"": ""People""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423504996}, {""current_trial"": 6, ""trialdata"": {""rt"": 10743, ""choose response"": ""Machine"", ""correct response"": ""Human"", ""trial"": 5, ""gender response"": ""Male"", ""object response"": ""Sofa"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj15-lp_img114_nfix6.gif"", ""correct object"": ""Sofa""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423515740}, {""current_trial"": 7, ""trialdata"": {""rt"": 8674, ""choose response"": ""Machine"", ""correct response"": ""Human"", ""trial"": 6, ""gender response"": ""Male"", ""object response"": ""People"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj09-jm_img122_nfix9.gif"", ""correct object"": ""Mirror""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423524415}, {""current_trial"": 8, ""trialdata"": {""rt"": 9014, ""choose response"": ""Human"", ""correct response"": ""Machine"", ""trial"": 7, ""gender response"": ""Female"", ""object response"": ""Food"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_ivsn/fig_naturalsaliency_conv_only_naturalsaliency_conv_only_img225_nfix15.gif"", ""correct object"": ""Food""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423533430}, {""current_trial"": 9, ""trialdata"": {""rt"": 9137, ""choose response"": ""Machine"", ""correct response"": ""Machine"", ""trial"": 8, ""gender response"": ""Male"", ""object response"": ""Laptop"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_deepgaze/fig_naturaldesign_conv_only_naturaldesign_conv_only_img19_nfix30.gif"", ""correct object"": ""Laptop""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423542568}, {""current_trial"": 10, ""trialdata"": {""rt"": 22996, ""choose response"": ""Human"", ""correct response"": ""Machine"", ""trial"": 9, ""gender response"": ""Male"", ""object response"": ""Table"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_gbvs/fig_naturaldesign_conv_only_naturaldesign_conv_only_img167_nfix30.gif"", ""correct object"": ""Table""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423565565}, {""current_trial"": 11, ""trialdata"": {""rt"": 8122, ""choose response"": ""Machine"", ""correct response"": ""Machine"", ""trial"": 10, ""gender response"": ""Male"", ""object response"": ""Chairs"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_conv_ivsn/fig_naturalsaliency_conv_only_naturalsaliency_conv_only_img104_nfix15.gif"", ""correct object"": ""Chairs""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423573688}, {""current_trial"": 12, ""trialdata"": {""rt"": 9514, ""choose response"": ""Machine"", ""correct response"": ""Human"", ""trial"": 11, ""gender response"": ""Male"", ""object response"": ""Refrigerator"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj07-af_img32_nfix19.gif"", ""correct object"": ""Refrigerator""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423583203}, {""current_trial"": 13, ""trialdata"": {""rt"": 13523, ""choose response"": ""Machine"", ""correct response"": ""Human"", ""trial"": 12, ""gender response"": ""Male"", ""object response"": ""Vegetables"", ""phase"": ""TEST"", ""imageID"": ""https://prachimturk.s3.amazonaws.com/naturalsaliency_human/fig_naturalsaliency_subj12-fb_img218_nfix14.gif"", ""correct object"": ""Vegetables""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423596727}, {""current_trial"": 14, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""begin""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423596729}, {""current_trial"": 15, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""submit""}, ""uniqueid"": ""debug60TPZ:debug6aTff"", ""dateTime"": 1742423605747}], ""currenttrial"": 16, ""condition"": 0, ""mode"": ""debug""}"
