uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,datastring
debugd6kgg:debugt8f6J,debugt8f6J,debugd6kgg,debugKJJRH,49.206.28.61,safari,macos,en-IN,0,0,1.0,"2025-02-26 06:20:49.010675","2025-02-26 06:20:49.010675","2025-02-26 07:00:51.837387",0.0,3,debug,"{""id"": ""debugd6kgg:debugt8f6J"", ""condition"": 0, ""counterbalance"": 0, ""assignmentId"": ""debugt8f6J"", ""workerId"": ""debugd6kgg"", ""hitId"": ""debugKJJRH"", ""currenttrial"": 24, ""bonus"": 0, ""data"": [{""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 0, ""dateTime"": 1740550851147, ""trialdata"": {""phase"": ""INSTRUCTIONS"", ""templates"": [""prequestionnaire.html"", ""instructions/instruct-1.html"", ""instructions/instruct-ready.html""], ""action"": ""Begin""}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 1, ""dateTime"": 1740550879697, ""trialdata"": {""phase"": ""prequestionnaire"", ""status"": ""submit""}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 2, ""dateTime"": 1740551513243, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv130_len21.html"", ""response"": ""AIH___F___M___1"", ""Aclass"": ""AIH"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""1"", ""hit"": 130, ""hit_len"": 21, ""rt"": 571383, ""trial"": 1}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 3, ""dateTime"": 1740551565015, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv60_len3.html"", ""response"": ""HH___M___F___3"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""3"", ""hit"": 60, ""hit_len"": 3, ""rt"": 51756, ""trial"": 2}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 4, ""dateTime"": 1740551952648, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv46_len18.html"", ""response"": ""HH___M___F___2"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""2"", ""hit"": 46, ""hit_len"": 18, ""rt"": 387631, ""trial"": 3}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 5, ""dateTime"": 1740552064947, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv284_len21.html"", ""response"": ""HH___F___M___4"", ""Aclass"": ""HH"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""4"", ""hit"": 284, ""hit_len"": 21, ""rt"": 112296, ""trial"": 4}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 6, ""dateTime"": 1740552241166, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv50_len9.html"", ""response"": ""HH___F___M___2"", ""Aclass"": ""HH"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""2"", ""hit"": 50, ""hit_len"": 9, ""rt"": 176217, ""trial"": 5}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 7, ""dateTime"": 1740552349617, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv129_len24.html"", ""response"": ""HAI___M___F___1"", ""Aclass"": ""HAI"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""1"", ""hit"": 129, ""hit_len"": 24, ""rt"": 108449, ""trial"": 6}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 8, ""dateTime"": 1740552501416, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv300_len18.html"", ""response"": ""HH___M___F___4"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""4"", ""hit"": 300, ""hit_len"": 18, ""rt"": 151794, ""trial"": 7}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 9, ""dateTime"": 1740552578312, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv201_len9.html"", ""response"": ""AIAI___F___F___5"", ""Aclass"": ""AIAI"", ""Agender"": ""F"", ""Bgender"": ""F"", ""topic"": ""5"", ""hit"": 201, ""hit_len"": 9, ""rt"": 76893, ""trial"": 8}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 10, ""dateTime"": 1740552602896, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv188_len3.html"", ""response"": ""HH___M___M___3"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""M"", ""topic"": ""3"", ""hit"": 188, ""hit_len"": 3, ""rt"": 24583, ""trial"": 9}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 11, ""dateTime"": 1740552639845, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv223_len6.html"", ""response"": ""HH___M___F___2"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""2"", ""hit"": 223, ""hit_len"": 6, ""rt"": 36947, ""trial"": 10}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 12, ""dateTime"": 1740552688763, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv120_len12.html"", ""response"": ""HAI___M___F___5"", ""Aclass"": ""HAI"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""5"", ""hit"": 120, ""hit_len"": 12, ""rt"": 48916, ""trial"": 11}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 13, ""dateTime"": 1740552740714, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv13_len24.html"", ""response"": ""HH___M___F___1"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""1"", ""hit"": 13, ""hit_len"": 24, ""rt"": 51947, ""trial"": 12}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 14, ""dateTime"": 1740552772881, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv85_len21.html"", ""response"": ""HH___M___F___4"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""4"", ""hit"": 85, ""hit_len"": 21, ""rt"": 32165, ""trial"": 13}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 15, ""dateTime"": 1740552816347, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv250_len15.html"", ""response"": ""HH___F___M___4"", ""Aclass"": ""HH"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""4"", ""hit"": 250, ""hit_len"": 15, ""rt"": 43464, ""trial"": 14}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 16, ""dateTime"": 1740552856347, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv221_len12.html"", ""response"": ""AIH___M___M___2"", ""Aclass"": ""AIH"", ""Agender"": ""M"", ""Bgender"": ""M"", ""topic"": ""2"", ""hit"": 221, ""hit_len"": 12, ""rt"": 39996, ""trial"": 15}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 17, ""dateTime"": 1740552961037, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv11_len18.html"", ""response"": ""AIH___M___F___3"", ""Aclass"": ""AIH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""3"", ""hit"": 11, ""hit_len"": 18, ""rt"": 104687, ""trial"": 16}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 18, ""dateTime"": 1740553115860, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv294_len9.html"", ""response"": ""HH___M___F___4"", ""Aclass"": ""HH"", ""Agender"": ""M"", ""Bgender"": ""F"", ""topic"": ""4"", ""hit"": 294, ""hit_len"": 9, ""rt"": 154813, ""trial"": 17}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 19, ""dateTime"": 1740553166932, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv210_len21.html"", ""response"": ""HAI___F___M___5"", ""Aclass"": ""HAI"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""5"", ""hit"": 210, ""hit_len"": 21, ""rt"": 51057, ""trial"": 18}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 20, ""dateTime"": 1740553198432, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv32_len12.html"", ""response"": ""HH___F___M___2"", ""Aclass"": ""HH"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""2"", ""hit"": 32, ""hit_len"": 12, ""rt"": 31498, ""trial"": 19}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 21, ""dateTime"": 1740553232266, ""trialdata"": {""phase"": ""TEST"", ""conversationID"": ""/static/dataset/conv157_len9.html"", ""response"": ""HAI___F___M___2"", ""Aclass"": ""HAI"", ""Agender"": ""F"", ""Bgender"": ""M"", ""topic"": ""2"", ""hit"": 157, ""hit_len"": 9, ""rt"": 33831, ""trial"": 20}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 22, ""dateTime"": 1740553232291, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""begin""}}, {""uniqueid"": ""debugd6kgg:debugt8f6J"", ""current_trial"": 23, ""dateTime"": 1740553250768, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""submit""}}], ""questiondata"": {""age"": ""21-25"", ""gender"": ""male"", ""education"": ""master"", ""country"": ""India"", ""native"": ""yes"", ""mode"": ""debug"", ""condition"": 0, ""engagement"": ""7"", ""difficulty"": ""8""}, ""eventdata"": [{""eventtype"": ""initialized"", ""value"": null, ""timestamp"": 1740550850379, ""interval"": 0}, {""eventtype"": ""window_resize"", ""value"": [1440, 787], ""timestamp"": 1740550850379, ""interval"": 0}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740550945751, ""interval"": 95372}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551000486, ""interval"": 54735}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740551004106, ""interval"": 3620}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551108654, ""interval"": 104548}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740551111351, ""interval"": 2697}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551380300, ""interval"": 268949}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740551392511, ""interval"": 12211}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551423451, ""interval"": 30940}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740551553631, ""interval"": 130180}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551554433, ""interval"": 802}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740551602554, ""interval"": 48121}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740551606276, ""interval"": 3722}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552238748, ""interval"": 632472}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552239666, ""interval"": 918}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552254517, ""interval"": 14851}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552255817, ""interval"": 1300}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552543586, ""interval"": 287769}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552546079, ""interval"": 2493}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552554457, ""interval"": 8378}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552556044, ""interval"": 1587}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552562277, ""interval"": 6233}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552563817, ""interval"": 1540}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552593737, ""interval"": 29920}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552595665, ""interval"": 1928}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552625330, ""interval"": 29665}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552626080, ""interval"": 750}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552728873, ""interval"": 102793}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552732348, ""interval"": 3475}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552844806, ""interval"": 112458}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552846380, ""interval"": 1574}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740552936528, ""interval"": 90148}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740552938314, ""interval"": 1786}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740553098291, ""interval"": 159977}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740553100415, ""interval"": 2124}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740553163974, ""interval"": 63559}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740553165115, ""interval"": 1141}, {""eventtype"": ""focus"", ""value"": ""off"", ""timestamp"": 1740553217236, ""interval"": 52121}, {""eventtype"": ""focus"", ""value"": ""on"", ""timestamp"": 1740553217881, ""interval"": 645}], ""useragent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15"", ""mode"": ""debug""}"
debugeqKnk:debugHCfF3,debugHCfF3,debugeqKnk,debugvJ3GR,172.56.197.86,chrome,macos,en-US,0,0,1.0,"2025-02-26 14:44:39.319529","2025-02-26 14:44:39.319529",,0.0,1,debug,
