uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,datastring
debugFGCV42:debugN23F7M,debugN23F7M,debugFGCV42,debugRF3VJO,71.232.159.95,safari,macos,UNKNOWN,0,0,1.0,2022-10-26 00:52:55.675948,,,0.0,1,live,
A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM,3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM,A3N0QZ9ZKUCTCQ,3JMQI2OLFZQEJDYJ0WRTGP9DPE1DNH,45.24.66.214,chrome,windows,UNKNOWN,0,0,1.0,2022-10-26 00:54:22.317167,,2022-10-26 01:04:04.601725,0.0,5,live,"{""assignmentId"": ""3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""workerId"": ""A3N0QZ9ZKUCTCQ"", ""questiondata"": {""country"": ""United States"", ""age"": ""31-35"", ""engagement"": ""6"", ""difficulty"": ""8"", ""mode"": ""live"", ""gender"": ""male"", ""education"": ""bachelor"", ""condition"": 0, ""native"": ""yes""}, ""bonus"": 0, ""hitId"": ""3JMQI2OLFZQEJDYJ0WRTGP9DPE1DNH"", ""counterbalance"": 0, ""useragent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"", ""eventdata"": [{""eventtype"": ""initialized"", ""interval"": 0, ""value"": null, ""timestamp"": 1666745662136}, {""eventtype"": ""window_resize"", ""interval"": 0, ""value"": [1930, 1064], ""timestamp"": 1666745662136}], ""data"": [{""current_trial"": 0, ""trialdata"": {""phase"": ""prequestionnaire"", ""status"": ""submit""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745784062}, {""current_trial"": 1, ""trialdata"": {""rt"": 20357, ""Aclass"": ""H"", ""hit"": ""985"", ""oneWord_curr"": ""0"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/985.jpg"", ""topic"": ""1"", ""trial"": 1, ""page_name"": ""985_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745829974}, {""current_trial"": 2, ""trialdata"": {""rt"": 16103, ""Aclass"": ""H"", ""hit"": ""1028"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1028.jpg"", ""topic"": ""2"", ""trial"": 2, ""page_name"": ""1028_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745846078}, {""current_trial"": 3, ""trialdata"": {""rt"": 13814, ""Aclass"": ""AI"", ""hit"": ""1098"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1098.jpg"", ""topic"": ""1"", ""trial"": 3, ""page_name"": ""1098_c_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745859894}, {""current_trial"": 4, ""trialdata"": {""rt"": 19959, ""Aclass"": ""H"", ""hit"": ""915"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/915.jpg"", ""topic"": ""2"", ""trial"": 4, ""page_name"": ""915_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745879855}, {""current_trial"": 5, ""trialdata"": {""rt"": 34020, ""Aclass"": ""H"", ""hit"": ""1075"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1075.jpg"", ""topic"": ""1"", ""trial"": 5, ""page_name"": ""1075_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745913877}, {""current_trial"": 6, ""trialdata"": {""rt"": 19030, ""Aclass"": ""AI"", ""hit"": ""704"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/704.jpg"", ""topic"": ""2"", ""trial"": 6, ""page_name"": ""704_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745932910}, {""current_trial"": 7, ""trialdata"": {""rt"": 18205, ""Aclass"": ""H"", ""hit"": ""957"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/957.jpg"", ""topic"": ""1"", ""trial"": 7, ""page_name"": ""957_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745951117}, {""current_trial"": 8, ""trialdata"": {""rt"": 22477, ""Aclass"": ""H"", ""hit"": ""1176"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1176.jpg"", ""topic"": ""2"", ""trial"": 8, ""page_name"": ""1176_c_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745973597}, {""current_trial"": 9, ""trialdata"": {""rt"": 16908, ""Aclass"": ""AI"", ""hit"": ""279"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/279.jpg"", ""topic"": ""2"", ""trial"": 9, ""page_name"": ""279_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666745990509}, {""current_trial"": 10, ""trialdata"": {""rt"": 42966, ""Aclass"": ""AI"", ""hit"": ""394"", ""oneWord_curr"": ""0"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/394.jpg"", ""topic"": ""1"", ""trial"": 10, ""page_name"": ""394_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746033477}, {""current_trial"": 11, ""trialdata"": {""rt"": 20758, ""Aclass"": ""H"", ""hit"": ""795"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/795.jpg"", ""topic"": ""2"", ""trial"": 11, ""page_name"": ""795_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746054237}, {""current_trial"": 12, ""trialdata"": {""rt"": 8558, ""Aclass"": ""H"", ""hit"": ""1093"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/1093.jpg"", ""topic"": ""2"", ""trial"": 12, ""page_name"": ""1093_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746062797}, {""current_trial"": 13, ""trialdata"": {""rt"": 15333, ""Aclass"": ""AI"", ""hit"": ""402"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/402.jpg"", ""topic"": ""1"", ""trial"": 13, ""page_name"": ""402_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746078133}, {""current_trial"": 14, ""trialdata"": {""rt"": 15062, ""Aclass"": ""H"", ""hit"": ""1010"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1010.jpg"", ""topic"": ""2"", ""trial"": 14, ""page_name"": ""1010_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746093197}, {""current_trial"": 15, ""trialdata"": {""rt"": 29134, ""Aclass"": ""AI"", ""hit"": ""557"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/557.jpg"", ""topic"": ""2"", ""trial"": 15, ""page_name"": ""557_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746122333}, {""current_trial"": 16, ""trialdata"": {""rt"": 14806, ""Aclass"": ""H"", ""hit"": ""158"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/158.jpg"", ""topic"": ""2"", ""trial"": 16, ""page_name"": ""158_b_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746137141}, {""current_trial"": 17, ""trialdata"": {""rt"": 23598, ""Aclass"": ""H"", ""hit"": ""970"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/970.jpg"", ""topic"": ""1"", ""trial"": 17, ""page_name"": ""970_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746160741}, {""current_trial"": 18, ""trialdata"": {""rt"": 8174, ""Aclass"": ""H"", ""hit"": ""324"", ""oneWord_curr"": ""0"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/324.jpg"", ""topic"": ""1"", ""trial"": 18, ""page_name"": ""324_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746168916}, {""current_trial"": 19, ""trialdata"": {""rt"": 6591, ""Aclass"": ""AI"", ""hit"": ""60"", ""oneWord_curr"": ""1"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/60.jpg"", ""topic"": ""2"", ""trial"": 19, ""page_name"": ""60_c_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746175509}, {""current_trial"": 20, ""trialdata"": {""rt"": 17700, ""Aclass"": ""H"", ""hit"": ""1151"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/1151.jpg"", ""topic"": ""1"", ""trial"": 20, ""page_name"": ""1151_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746193213}, {""current_trial"": 21, ""trialdata"": {""rt"": 8222, ""Aclass"": ""AI"", ""hit"": ""314"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/314.jpg"", ""topic"": ""1"", ""trial"": 21, ""page_name"": ""314_b_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746201437}, {""current_trial"": 22, ""trialdata"": {""rt"": 6660, ""Aclass"": ""H"", ""hit"": ""254"", ""oneWord_curr"": ""0"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/254.jpg"", ""topic"": ""1"", ""trial"": 22, ""page_name"": ""254_c_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746208100}, {""current_trial"": 23, ""trialdata"": {""rt"": 9454, ""Aclass"": ""H"", ""hit"": ""574"", ""oneWord_curr"": ""0"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/574.jpg"", ""topic"": ""1"", ""trial"": 23, ""page_name"": ""574_a_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746217557}, {""current_trial"": 24, ""trialdata"": {""rt"": 7066, ""Aclass"": ""H"", ""hit"": ""490"", ""oneWord_curr"": ""1"", ""Agender"": ""F"", ""imageID"": ""static/dataset/coco_val_set/490.jpg"", ""topic"": ""2"", ""trial"": 24, ""page_name"": ""490_d_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746224629}, {""current_trial"": 25, ""trialdata"": {""rt"": 8743, ""Aclass"": ""AI"", ""hit"": ""383"", ""oneWord_curr"": ""0"", ""Agender"": ""M"", ""imageID"": ""static/dataset/coco_val_set/383.jpg"", ""topic"": ""1"", ""trial"": 25, ""page_name"": ""383_b_0.html/"", ""phase"": ""TEST""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746233373}, {""current_trial"": 26, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""begin""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746233384}, {""current_trial"": 27, ""trialdata"": {""phase"": ""postquestionnaire"", ""status"": ""submit""}, ""uniqueid"": ""A3N0QZ9ZKUCTCQ:3PEIJLRY6UEKRXA79ZOTVYLQ26KXWM"", ""dateTime"": 1666746243527}], ""currenttrial"": 28, ""condition"": 0, ""mode"": ""live""}"
A26UIS59SY4NM6:3Q8GYXHFEQN2BGKSM25XRLN3HRT5CC,3Q8GYXHFEQN2BGKSM25XRLN3HRT5CC,A26UIS59SY4NM6,3JMQI2OLFZQEJDYJ0WRTGP9DPE1DNH,47.208.75.161,chrome,windows,UNKNOWN,0,0,1.0,2022-10-26 01:35:05.204172,,,0.0,1,live,
